,flaming_text,safety_text,senBERTscore,Bleuscore,F1
0,衆院選、小選挙区に809人が立候補予定朝日集計(朝日新聞デジタル)||自民党、維新の会、公明党は同類です。日本にirやカジノは要りません。|| |,衆院選、小選挙区に809人が立候補予定朝日集計(朝日新聞デジタル)||自民党、維新の会、ブエ党はhemです。日本にirやカジノは要りません。|| |,0.9717711352503018,0.8410337768160747,0.9689721465110779
1,(笑)河村市長って「南京大虐殺など無かった」、「表現の不自由展など許さん」等々、正真正銘の日本の愛国右翼ですよ。|どうにも擁護出来なくなると非日本人化させるって、いかにも日本人ぽいやり方ですよね。|とにかく責任回避しか考えないからね。,(笑)河村市長って「ウィレム大技術など無かった」、「表現の不自由展などプランん」等々、正真正銘の日本の愛国まえですよ。大家どうにも擁護出来なくなると非日本人化させるって、いかにも日本人ぽいやり方ですよね。|とにかく責任回避しか旧ないからね。,0.9340216302646029,0.7721285035392417,0.93402099609375
2,ポルポト、スターリン、毛沢東、習近平、日本赤軍派、共産主義は何の痛みも感じず、人を殺す。,ポルポト、スターリン、毛沢東、習近平、日本紆、共産主義は何の飲も感じず、人を殺す。,0.9294733999930622,0.7186969683828063,0.9376804232597351
3,私刑愛好家の皆さん、狂犬病ワクチン未接種を公言する人は全くターゲットにしないのねぇ…,懸愛好家の皆さん、リーズ漁修学boxを公言する人は全くターゲットにしないのねぇ…,0.7760694785795081,0.6255340042200862,0.8759021759033203
4,中国だけじゃ無いよ、日本共産党も|人類の敵、勿論朝鮮労働党も,中国だけじゃ無いよ、日本アルゴ党も|人類のふし、勿論朝鮮碁も,0.8844587734299634,0.4174441728660793,0.8980225324630737
5,西村星威デコ狭うるさい包茎卒業,西村星威デコ狭関藍懸,0.7368277037598296,0.5169731539571706,0.8111594915390015
6,なんでこんなに無能なんだ。つか、最初から本気でやるつもりがないんだろな。やってる感だけ演出できれば現実などどうでもいい、国民がどうなろうと知らない。ホント、このままじゃ自民党に殺されるよ。プーチン独裁のロシアとどこが違うんだよ。,"なんでこんなに無能なんだ。つか、最初から本気でやるつもりがないんだろな。やってる感だけバプ』(""ば現実などどうでもいい、親和がどうなろうと知らない。ホント、このままじゃ自民党に殺されるよ。プーチン碁のロシアとどこが違うんだよ。",0.9768234642201304,0.8634014380849251,0.9275039434432983
7,いかにもそうだ。私はザイバツ・シャドーギルドのマスターニンジャだ。そして貴様がこの蛮行の首謀者というわけかニンジャスレイヤー=サン。噂に違わぬ野蛮かつ凶々しい悪魔。なんという事をしてくれた,いかにもそうだ。私はザイバツ・シャドーギルドのマスターニンジャだ。そして貴様がこのレルモの)」。者という獅かニンジャスレイヤー=サン。噂に違わぬ野蛮かつ尋歓迎みき悪魔。なんという事をしてくれた,0.9622526624004493,0.7403062257417311,0.9014606475830078
8,周囲がいい日本人ばかりだからこそ怒りや苛立ちを感じているのですよね。||twitterには政権御用の言論人やジャーナリスト、怪しげな大型工作員アカウント、其れに釣られる日本人。||中国の成功例を出したら、媚中派、上海閥、反日呼ばわりの惨状||日本を貶めている人達が愛国者気取りが今の日本です。,周囲がいい日本人フェイスりだからこそ怒りや苛立ちを亡くているのですよね。||twitterには政権御用の言論人やジャーナリスト、怪しげな大型工作員インターフェースウント、エレクトロニboxに釣られる日本人。||中国の成功例を出したら、呼び派、上海閥、バイザー呼ばわりの惨状||日本を貶めている人達が愛国者気取りが今の日本です。,0.9813541640183034,0.7560721103093019,0.8642579317092896
9,おとこの娘だってデキるもん!ワンダフル孕ませライフ/おとこの娘倶楽部,おとこの娘だってデキるもん!ワンダフル孕まバイン限らバビロンおとこの娘倶楽部,0.9480411689824755,0.4919533018641347,0.909717321395874
