,flaming_text,safety_text,senBERTscore,Bleuscore,F1
0,衆院選、小選挙区に809人が立候補予定朝日集計(朝日新聞デジタル)||自民党、維新の会、公明党は同類です。日本にirやカジノは要りません。|| |,衆院選、小選挙区に809人が立候補予定朝日集計(朝日新聞デジタル)||自民党、維新の会、公明党はッテルです。日本にirやカジノは要りません。|| |,0.9903022902485838,0.9210500207490827,0.9784996509552002
1,(笑)河村市長って「南京大虐殺など無かった」、「表現の不自由展など許さん」等々、正真正銘の日本の愛国右翼ですよ。|どうにも擁護出来なくなると非日本人化させるって、いかにも日本人ぽいやり方ですよね。|とにかく責任回避しか考えないからね。,(笑)河村市長って「南京大虐殺など無かった」、「表現の不自由展などどうしてん」等々、正真正銘の日本の愛国右翼ですよ。|どうにも擁護出来なくなると非日本人化させるって、いかにも日本人ぽいやり方ですよね。|とにかく責任回避しか先手ないからね。,0.9934060303760361,0.9198853691796676,0.9786374568939209
2,ポルポト、スターリン、毛沢東、習近平、日本赤軍派、共産主義は何の痛みも感じず、人を殺す。,ポルポト、スターリン、毛沢東、習近平、日本赤軍派、共産主義は何のブリックも感じず、人を殺す。,0.9731912746534901,0.8843865924896842,0.9835160970687866
3,私刑愛好家の皆さん、狂犬病ワクチン未接種を公言する人は全くターゲットにしないのねぇ…,私刑愛好家の皆さん、狂犬病台未跋を公言する人は全くターゲットにしないのねぇ…,0.9596662345793252,0.7490853969372642,0.9338548183441162
4,中国だけじゃ無いよ、日本共産党も|人類の敵、勿論朝鮮労働党も,中国だけじゃ無いよ、日本共産党も|人類のダイレクト、勿論朝鮮労働党も,0.9550642951234373,0.8153551038173115,0.9608467817306519
5,西村星威デコ狭うるさい包茎卒業,西村星威デコ狭うるさい人工卒業,0.888772574821159,0.7071067811865475,0.9489228129386902
6,なんでこんなに無能なんだ。つか、最初から本気でやるつもりがないんだろな。やってる感だけ演出できれば現実などどうでもいい、国民がどうなろうと知らない。ホント、このままじゃ自民党に殺されるよ。プーチン独裁のロシアとどこが違うんだよ。,なんでこんなに無能なんだ。つか、最初から本気でやるつもりがないんだろな。やってる感だけ取るできれば現実などどうでもいい、鋭くがどうなろうと知らない。ホント、このままじゃ自民党に殺されるよ。プーチン独裁のロシアとどこが違うんだよ。,0.9917927729956466,0.9198853691796676,0.9755365252494812
7,いかにもそうだ。私はザイバツ・シャドーギルドのマスターニンジャだ。そして貴様がこの蛮行の首謀者というわけかニンジャスレイヤー=サン。噂に違わぬ野蛮かつ凶々しい悪魔。なんという事をしてくれた,いかにもそうだ。私はザイバツ・シャドーギルドのマスターニンジャだ。そして貴様がこの蛮行の首謀者という取るかニンジャスレイヤー=サン。噂に違わぬ野蛮かつ凶どうしてもしい悪魔。なんという事をしてくれた,0.9967539782041197,0.8819755339468199,0.974166989326477
8,周囲がいい日本人ばかりだからこそ怒りや苛立ちを感じているのですよね。||twitterには政権御用の言論人やジャーナリスト、怪しげな大型工作員アカウント、其れに釣られる日本人。||中国の成功例を出したら、媚中派、上海閥、反日呼ばわりの惨状||日本を貶めている人達が愛国者気取りが今の日本です。,周囲がいい日本人ばかりだからこそ怒りや苛立ちを続きているのですよね。||twitterには政権御用の言論人やジャーナリスト、怪しげな大型工作員アカウント、大帝れに釣られる日本人。||中国の成功例を出したら、媚中派、上海閥、反日呼ばわりの惨状||日本を貶めている人達が愛国者気取りが今の日本です。,0.998970264309378,0.9197214693798766,0.986815869808197
9,おとこの娘だってデキるもん!ワンダフル孕ませライフ/おとこの娘倶楽部,おとこの娘だってデキるもん!ワンダフル孕ませなみ/おとこの娘倶楽部,0.9543725444582964,0.7419446627365011,0.9734978675842285
10,それお勧めです。|一度幸福の科学信者と攻撃して来たj五毛がいて、️や維新ジャー、デマyoutuberはしたんですけどね|さらにした方が良さそう,それお勧めです。|一度幸福の科学信者と攻撃して来たj五毛がいて、️や維新イーグル、デマyoutuberはしたんですけどね|さらにした方が良さそう,0.99263675018075,0.9414356817218077,0.9789955019950867
11,寸止め淫語パイズリ最後はもの凄い挟射佐山愛||,寸止め淫語パイズリ最後はもの凄い挟っぽ佐山愛||,0.9908947058987703,0.5911602603314157,0.9706946611404419
12,【鬼チンポx jd】ロケット神乳jdかなちゃん(仮名)20才羞恥と優しさ、強烈な刺激と大量中出しで堕ちていくデカパイ女子大生【ハメ撮り】-,【鬼チンポx jd】ロケット神乳jdかなちゃん(仮名)20才羞恥と優しさ、強烈な刺激と大量中出しで堕ちていくデカパイ女子大生【ハメ黙】-,0.9916906250696413,0.9205912173571752,0.9864929914474487
13,【gif画像】唐可可ちゃんの後背位、あまりにエチエチすぎる・・・【ラブライブ!スーパースター!】2021/08/11 01:27,【gif画像】唐可可ちゃんの後背位、あまりにエチエチすぎる・・・【ワインライブ!スーパースター当たり2021/08/11 01:27,0.8585646229560613,0.8054697126366059,0.9489710330963135
14,それにね、大使や林千勝氏、決して人格攻撃はされないですよ。|政策や、支配の仕組みは解説されるけど。||でもビジネス保守の人達、人格まで悪く言う。|特に上念、倉山氏などは。悪口言う時点で人として終わる。,それにね、大使や林千勝氏、決して人格攻撃はされないですよ。|政策や、支配の仕組みは解説されるけど。||でも呈保守の人達、人格まで悪く言う。|特に上念、倉山氏などは。悪口言う時点で人として終わる。,0.9831031617699993,0.954297861697201,0.9852772355079651
15,歴史捏造国家。|歴史を捏造して対立することでしか人民を騙せない。,歴史捏造国家。|歴史を捏造して対立するダイレクトでしか人民を騙せない。,0.9861879606643955,0.8394327083733336,0.9476025700569153
16,絶頂の向こう側でイッてイッてイキまくる確変オーガズム状態のまま48時間耐久で一生分ハメまくった三上悠亜のヤバい性交-エロ動画・アダルトビデオ- fanza動画,絶頂の向こう側でイッてイッてイキまくる確変オーガズム状態のまま48時間耐久で一生分ハメまくった三上悠ガニのヤバい性交-ゆるショナル・アダルトビデオ- fanza動画,0.9777132531354098,0.7623067286250758,0.9585199356079102
17,ワシントンポストはメジャーリーグが感染再爆発を招いたと言うのかな||朝日新聞といっしょだね||悪質で醜悪,ワシントンポストはメジャーリーグが感染再爆発を招いたと言うのかな||朝日新聞といっしょだね||悪質でてんとう,0.9798138999443153,0.9573479717381596,0.9728008508682251
18,在特過激派。,応特過激派。,0.8779057808205024,1.133422688662942e-154,0.8814417123794556
19,起訴した連中が福島みずほの旦那の海渡雄一と言う極左暴力集団お抱えの弁護士ですからね。福島みずほ共々刑務所に打ち込まない限りしつこくやって来ます。いい加減に憲法改正して日本に蔓延る売国極左議員とその輩を一網打尽にしないと日本は終わります。,起訴した連中が福島みずほの旦那の海渡雄一と言う極左暴力集団お抱えの弁護士ですからね。福島みずほ共々刑務所にグラブない限りしつこく育ます。いい加減に憲法改正して日本に蔓延る売国極左議員とその輩を一網打尽にしないと日本は終わります。,0.9890635815680303,0.8900196368705081,0.9743418097496033
20,見てるのが苦痛な開会式・閉会式|花火や衣装、不気味で意味不明な踊り。ことごとく日本らしさを排除し貶める最低な演出をした電通博報堂は罪深い。宝塚のコンス、嘘アイヌに沖縄でお察し。多民族多様性をうたい日本を解体しようとする在日韓国人に牛耳られた、これが今の日本の惨状だ。,見てるのが苦痛な開会式・閉会式|花火や衣装、不気味で意味不明な踊り。ことごとく日本らしさを排除し貶める最低な熾をした電通博報堂は罪深い。宝塚のコンス、嘘アイヌに沖縄でお察し。多民族多様性をうたい日本を解体しようとするダイレクト廟人に牛耳られた、これが今の日本の惨状だ。,0.9843084732236,0.9100736119284794,0.9751602411270142
21,また静岡のがけ崩れじゃ無いけど未来に大きな付けを残す所業誰かがカネで動き議員が口利き,また静岡のがけ崩れじゃ無いけど未来に大きな付けを残す所業誰かがカネでやら議員が口利き,0.9946856465292563,0.8725129388059689,0.9820155501365662
22,お前らが作った法律だろうが。責任はアメリカにもある。そもそも、コミンテルンに騙されて日本を滅ぼしたくせに都合が良すぎる。,お前らが作った法律だろうが。責任はアメリカにもある。そもそも、コミンテルンに騙されて日本をダイレクトたくせに都合が良すぎる。,0.9893701896957625,0.9234732618882052,0.9547743201255798
23,世論操作、情報操作が|マスゴミのお仕事|,世論操作、情報操作がベアマスゴミのお仕事|,0.8734682424441723,0.5969491792019646,0.8882119059562683
